Date,start_time,end_time,duration_of_flare,File,area_trapz_a,area_simps_a,area_trapz_c,area_simps_c,area_above_background_trapz_a,area_above_background_simps_a,area_above_background_trapz_c,area_above_background_simps_c
05/05/2023,07:04:29,10:26:08,3:21:39,mvn_euv_l2_bands_20230505_v15_r02.cdf,2.620337590730321,2.6203389529766525,22.832646460023916,22.832555840471432,-0.009289624271015207,-0.009288262024683469,0.007738969683014574,0.007648350130530446
05/14/2023,10:23:43,13:30:59,3:07:16,mvn_euv_l2_bands_20230514_v15_r02.cdf,3.059857142289741,3.059857838203787,21.82989146095146,21.830126877557053,-0.02381634487554507,-0.023815648961499125,-0.02686972262414855,-0.0266343060185541
05/14/2023,13:32:14,15:32:41,2:00:27,mvn_euv_l2_bands_20230514_v15_r02.cdf,2.774019851852895,3.1074882727983963,21.85254098802431,16.683324120389152,0.02556256264627832,0.35903098359177976,0.08604038317765017,-5.083176484457507
05/14/2023,20:48:03,23:59:57,3:11:54,mvn_euv_l2_bands_20230514_v15_r02.cdf,0,0,0,0,0,0,0,0
05/15/2023,07:34:20,08:05:23,0:31:03,mvn_euv_l2_bands_20230515_v15_r02.cdf,0.6217050839406084,0.6217008838432799,4.421485905002772,4.421471866455641,-0.016679385763544885,-0.016683585860873373,-0.0040000120021570496,-0.004014050549288051
05/21/2023,16:01:04,21:12:21,5:11:17,mvn_euv_l2_bands_20230521_v15_r02.cdf,1.9389230917637224,1.938918031724404,16.10913837081894,16.109174569037283,0.005958904152271405,0.005953844112952966,0.054431397733193165,0.05446759595153594
05/22/2023,13:32:32,14:17:34,0:45:02,mvn_euv_l2_bands_20230522_v15_r02.cdf,1.0092623911190253,1.0092590852296883,8.166586167367647,8.166424928967132,-0.0026103256316578616,-0.002613631520994808,-0.0017232338709103345,-0.0018844722714259632
05/25/2023,22:16:15,23:59:56,1:43:41,mvn_euv_l2_bands_20230525_v15_r02.cdf,0,0,0,0,0,0,0,0
06/10/2023,18:25:35,20:02:26,1:36:51,mvn_euv_l2_bands_20230610_v15_r02.cdf,2.191612302017766,2.1916126931739486,16.850619500307644,16.850679388646927,-0.08371777845657968,-0.08371738730039713,0.045715728109335885,0.04577561644861916
06/20/2023,16:57:43,21:28:27,4:30:44,mvn_euv_l2_bands_20230620_v15_r02.cdf,0.691746140346535,0.6917466819698515,5.519734883420113,5.5196831412043075,-0.000718817888674006,-0.0007182762653575869,0.012134452583837607,0.012082710368032323
06/22/2023,12:19:25,13:28:53,1:09:28,mvn_euv_l2_bands_20230622_v15_r02.cdf,0,0,0,0,0,0,0,0
06/23/2023,22:30:32,02:57:58,"-1 day, 4:27:26",mvn_euv_l2_bands_20230623_v15_r02.cdf,0,0,0,0,0,0,0,0
07/02/2023,02:37:08,02:56:02,0:18:54,mvn_euv_l2_bands_20230702_v15_r02.cdf,0.4176381897361125,0.41763883396803947,3.528302329165946,3.5282967168939674,-0.0006578285477720769,-0.0006571843158451052,0.0034948559560143977,0.003489243684035692
07/11/2023,16:04:50,17:45:50,1:41:00,mvn_euv_l2_bands_20230711_v15_r02.cdf,0,0,0,0,0,0,0,0
07/12/2023,11:18:30,21:54:44,10:36:14,mvn_euv_l2_bands_20230712_v15_r02.cdf,12.34772036759965,12.938446973673157,88.72242362227911,97.53528944814731,-0.49866801199918065,0.09205859407432726,0.33827275707560034,9.151138582943801
07/15/2023,03:55:19,05:38:43,1:43:24,mvn_euv_l2_bands_20230715_v15_r02.cdf,2.4142737196112733,2.4142734325835704,19.08610710135792,19.086140029182296,-0.03258408832766557,-0.03258437535536851,0.17803552698950753,0.17806845481388223
07/17/2023,00:52:28,06:59:54,6:07:26,mvn_euv_l2_bands_20230717_v15_r02.cdf,11.79406161645787,10.676246934019378,68.82103586558344,59.61454528161585,1.673922360662294,0.5561076782238015,0.5206455146910116,-8.685845069276581
07/18/2023,23:07:52,23:22:43,0:14:51,mvn_euv_l2_bands_20230718_v15_r02.cdf,0,0,0,0,0,0,0,0
07/27/2023,22:19:27,23:54:51,1:35:24,mvn_euv_l2_bands_20230727_v15_r02.cdf,0,0,0,0,0,0,0,0
07/29/2023,02:07:24,07:17:16,5:09:52,mvn_euv_l2_bands_20230729_v15_r02.cdf,7.966533407565665,8.098580106679853,56.661167002192485,60.69315553375085,0.2968191269734035,0.4288658260875913,-0.19424088460682043,3.8377476469515415
08/15/2023,05:13:18,10:23:35,5:10:17,mvn_euv_l2_bands_20230815_v15_r02.cdf,6.404140059490132,6.242458608096653,47.308682835856665,49.63871075546033,0.39274072675419003,0.23105927536071125,0.3623992160007532,2.6924271356044187
08/19/2023,19:19:36,21:28:40,2:09:04,mvn_euv_l2_bands_20230819_v15_r02.cdf,0.820079814407906,0.8200795791343948,6.939274872321576,6.939281894321974,-0.003011120508686571,-0.0030113557821978,0.003525636032164492,0.00353265803256253
08/26/2023,18:31:51,23:52:51,5:21:00,mvn_euv_l2_bands_20230826_v15_r02.cdf,3.0032949653910608,3.017009956309226,17.376947218245515,18.008089546114775,0.22324209593035027,0.23695708684851535,-0.03824535848004018,0.5928969693892192
09/07/2023,15:59:49,18:54:11,2:54:22,mvn_euv_l2_bands_20230907_v15_r02.cdf,2.2266508989655964,2.2266569064712183,18.280276864982348,18.280413954224063,0.01202948096638412,0.012035488472005973,-0.03428088390051087,-0.03414379465879591
09/07/2023,19:05:52,23:22:03,4:16:11,mvn_euv_l2_bands_20230907_v15_r02.cdf,0.376024317435679,0.3760243184563705,3.1401864431186275,3.1402469323736355,-0.0002328293772720924,-0.0002328283565805611,-0.001453336534153138,-0.0013928472791451263
09/14/2023,04:10:47,19:22:25,15:11:38,mvn_euv_l2_bands_20230914_v15_r02.cdf,16.49292519958382,28.709317012520586,134.19363162349453,8.78417255228527,0.01896684766028045,12.235358660597047,1.0900998571244997,-124.31935921408476
09/20/2023,13:45:07,16:23:50,2:38:43,mvn_euv_l2_bands_20230920_v15_r02.cdf,4.457416689558189,4.518466914540681,32.6027083913708,23.355135890039445,-0.016014232279213836,0.04503599270327818,-0.05597034662380196,-9.303542847955153
09/23/2023,07:49:02,09:39:48,1:50:46,mvn_euv_l2_bands_20230923_v15_r02.cdf,0,0,0,0,0,0,0,0
09/28/2023,08:01:25,10:33:09,2:31:44,mvn_euv_l2_bands_20230928_v15_r02.cdf,3.9683402640987016,4.264531351569911,32.34569127649195,32.36999498171458,-0.03983977620659651,0.25635131126461275,-0.002778247010589041,0.02152545821203944
10/01/2023,01:17:06,04:00:50,2:43:44,mvn_euv_l2_bands_20231001_v15_r02.cdf,4.215289343584207,4.246355482982386,33.88541525246029,35.82393129852002,0.054242202419601426,0.08530834181778069,-0.12631856567313093,1.812197480386601
10/10/2023,08:59:47,13:52:17,4:52:30,mvn_euv_l2_bands_20231010_v15_r02.cdf,6.551553389524242,6.642362715372942,48.927748379151716,55.0670064706224,-0.18035149459843058,-0.08954216874973131,-0.3458893498795206,5.793368741591166
10/29/2023,08:49:16,12:24:27,3:35:11,mvn_euv_l2_bands_20231029_v15_r02.cdf,6.6321190887292145,5.715023101954458,45.7665178233965,49.001047257111075,-0.34966808263821036,-1.2667640694129672,0.1131899740660458,3.347719407780623
10/29/2023,12:24:27,23:51:13,11:26:46,mvn_euv_l2_bands_20231029_v15_r02.cdf,10.913727350776279,10.799838870051582,94.60224933081611,95.92963861371727,-0.17374652835561122,-0.2876350090803079,0.7549667659683195,2.082356048869485
11/01/2023,05:36:06,08:45:41,3:09:35,mvn_euv_l2_bands_20231101_v15_r02.cdf,0,0,0,0,0,0,0,0
